Borough,Borough Latitude,Borough Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Scarborough,43.8066863,-79.19435340000003,Wendy's,43.80744841934756,-79.19905558052072,Fast Food Restaurant
Scarborough,43.8066863,-79.19435340000003,Interprovincial Group,43.8056297,-79.2003784,Print Shop
Scarborough,43.7845351,-79.16049709999999,Chris Effects Painting,43.784343,-79.163742,Construction & Landscaping
Scarborough,43.7845351,-79.16049709999999,Royal Canadian Legion,43.78253332838298,-79.16308473261682,Bar
Scarborough,43.7635726,-79.1887115,Swiss Chalet Rotisserie & Grill,43.76769708292701,-79.1899135003439,Pizza Place
Scarborough,43.7635726,-79.1887115,G & G Electronics,43.765309,-79.191537,Electronics Store
Scarborough,43.7635726,-79.1887115,Marina Spa,43.766,-79.191,Spa
Scarborough,43.7635726,-79.1887115,Big Bite Burrito,43.766299084470795,-79.19071980583941,Mexican Restaurant
Scarborough,43.7635726,-79.1887115,chatr Mobile,43.765917,-79.191672,Tech Startup
Scarborough,43.7635726,-79.1887115,Enterprise Rent-A-Car,43.7640757,-79.1934057,Rental Car Location
Scarborough,43.7635726,-79.1887115,Woburn Medical Centre,43.766631153138455,-79.19228553771973,Medical Center
Scarborough,43.7635726,-79.1887115,Lawrence Ave E & Kingston Rd,43.767704,-79.18949,Intersection
Scarborough,43.7635726,-79.1887115,Eggsmart,43.7678,-79.190466,Breakfast Spot
Scarborough,43.7709921,-79.21691740000001,Starbucks,43.770037201625215,-79.22115586641958,Coffee Shop
Scarborough,43.7709921,-79.21691740000001,Tim Hortons,43.7708270725628,-79.22307810384153,Coffee Shop
Scarborough,43.7709921,-79.21691740000001,Korean Grill House,43.7708117291354,-79.21450208834013,Korean Restaurant
Scarborough,43.7709921,-79.21691740000001,Jessies Variety Store,43.77277773148927,-79.22249978438997,Convenience Store
Scarborough,43.773136,-79.23947609999998,Federick Restaurant,43.77469659057996,-79.24114242818267,Hakka Restaurant
Scarborough,43.773136,-79.23947609999998,Drupati's Roti & Doubles,43.775222138791534,-79.24167761001029,Caribbean Restaurant
Scarborough,43.773136,-79.23947609999998,Thai One On,43.77446763641413,-79.24126833717742,Thai Restaurant
Scarborough,43.773136,-79.23947609999998,Centennial Recreation Centre,43.77459330890341,-79.23649962433035,Athletics & Sports
Scarborough,43.773136,-79.23947609999998,TD Canada Trust,43.77495189482367,-79.24134314060211,Bank
Scarborough,43.773136,-79.23947609999998,B&A Bakery,43.77439074389114,-79.24387684648542,Bakery
Scarborough,43.773136,-79.23947609999998,Popeyes Louisiana Kitchen,43.7759298356196,-79.23532833470263,Fried Chicken Joint
Scarborough,43.773136,-79.23947609999998,The Avenue,43.77243726897931,-79.24196241109247,Lounge
Scarborough,43.7447342,-79.23947609999998,McCowan Park,43.74508851212816,-79.239335687338,Playground
Scarborough,43.7279292,-79.26202940000002,Giant Tiger,43.72744662939136,-79.26624035854763,Department Store
Scarborough,43.7279292,-79.26202940000002,Tim Hortons,43.72689508691926,-79.26615692675114,Coffee Shop
Scarborough,43.7279292,-79.26202940000002,Corvette Park,43.725826277863725,-79.25985191449753,Playground
Scarborough,43.7279292,-79.26202940000002,Dollarama,43.72659620252377,-79.26682995710473,Discount Store
Scarborough,43.7111117,-79.2845772,Dairy Queen,43.71037770465013,-79.29070115089417,Fast Food Restaurant
Scarborough,43.7111117,-79.2845772,Warden Ave & St. Clair Ave E,43.71205669347002,-79.28100496530533,Intersection
Scarborough,43.7111117,-79.2845772,TTC Bus #68 Warden,43.71177810997778,-79.27971412913774,Bus Line
Scarborough,43.7111117,-79.2845772,Warden Subway Station,43.71122905571982,-79.27960224480387,Metro Station
Scarborough,43.7111117,-79.2845772,TTC Bus 102 Markham Road,43.711381420906115,-79.27958752636661,Bus Line
Scarborough,43.7111117,-79.2845772,Warden Station Bus Loop,43.71124084776515,-79.27957605867647,Bus Station
Scarborough,43.7111117,-79.2845772,Bakery On The Go,43.711270905205765,-79.27950587661704,Bakery
Scarborough,43.7111117,-79.2845772,Cafe on the go,43.71115104374148,-79.27946923512921,Bakery
Scarborough,43.7111117,-79.2845772,Warden Woods Park,43.71052711027375,-79.27896551895955,Park
Scarborough,43.7111117,-79.2845772,Clairlea Futbol Centre,43.71523429184505,-79.28650639185544,Soccer Field
Scarborough,43.716316,-79.23947609999998,Have A Nap Motel,43.718256,-79.240135,Motel
Scarborough,43.716316,-79.23947609999998,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
Scarborough,43.716316,-79.23947609999998,Avon Motel,43.720006,-79.239164,Motel
Scarborough,43.692657,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481682,Café
Scarborough,43.692657,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
Scarborough,43.692657,-79.2648481,Scarborough Gardens,43.6946465192162,-79.26223031725522,Skating Rink
Scarborough,43.692657,-79.2648481,Birchmount Stadium,43.695322867712626,-79.26129341125488,College Stadium
Scarborough,43.7574096,-79.27330400000002,Kairali,43.754914739291834,-79.27694504646365,Indian Restaurant
Scarborough,43.7574096,-79.27330400000002,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
Scarborough,43.7574096,-79.27330400000002,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
Scarborough,43.7574096,-79.27330400000002,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
Scarborough,43.7574096,-79.27330400000002,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
Scarborough,43.7574096,-79.27330400000002,El Pulgarcito,43.754789900822274,-79.2770639581697,Latin American Restaurant
Scarborough,43.7500715,-79.2958491,Wexford Restaurant,43.7460300445972,-79.29384330907153,Breakfast Spot
Scarborough,43.7500715,-79.2958491,Subway,43.746007572548756,-79.29323762088987,Sandwich Place
Scarborough,43.7500715,-79.2958491,Lebanese bakery,43.74670137305754,-79.29289639281615,Middle Eastern Restaurant
Scarborough,43.7500715,-79.2958491,Wexford Heights Plaza,43.74613567457937,-79.29378248248864,Shopping Mall
Scarborough,43.7500715,-79.2958491,Scarborough Garage Door Repair,43.75128820404063,-79.30150777101517,Auto Garage
Scarborough,43.7500715,-79.2958491,Sequoia Lounge,43.74564498729392,-79.29573737087405,Middle Eastern Restaurant
Scarborough,43.7500715,-79.2958491,Crown Pastries,43.746098,-79.293142,Bakery
Scarborough,43.7942003,-79.26202940000002,Panagio's Breakfast & Lunch,43.79237001092506,-79.26020325805978,Breakfast Spot
Scarborough,43.7942003,-79.26202940000002,Subway,43.792823261905156,-79.2596812397533,Sandwich Place
Scarborough,43.7942003,-79.26202940000002,Twilight,43.791999483291015,-79.25858447143591,Lounge
Scarborough,43.7942003,-79.26202940000002,Royal Chinese Seafood Restaurant,43.798496,-79.262196,Chinese Restaurant
Scarborough,43.7816375,-79.3043021,The Royal Chinese Restaurant 避風塘小炒,43.78050473445372,-79.29884391314476,Chinese Restaurant
Scarborough,43.7816375,-79.3043021,Remezzo Italian Bistro,43.778649,-79.308264,Italian Restaurant
Scarborough,43.7816375,-79.3043021,Eight Noodles,43.77823412485005,-79.30829897588661,Noodle House
